level	edge	cc	fps	comp_assign	comp_weights	deadend
13	NodeEdge(7 -> 8)	1	Set(["ForbiddenPair(10 -> 13)", "ForbiddenPair(7 -> 13)", "ForbiddenPair(7 -> 10)"])	[0, 0, 0, 0, 0, 0, 7, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 3, 1, 0, 1, 1, 1, 2, 1, 1, 1]	false
11	NodeEdge(9 -> 13)	1	Set(["ForbiddenPair(9 -> 10)", "ForbiddenPair(4 -> 7)"])	[0, 0, 0, 4, 0, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	true
14	NodeEdge(7 -> 11)	0	Set(["ForbiddenPair(7 -> 8)", "ForbiddenPair(10 -> 13)", "ForbiddenPair(8 -> 10)", "ForbiddenPair(7 -> 10)"])	[0, 0, 0, 0, 0, 0, 7, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 1, 2, 0, 4, 1, 1, 4, 1, 1, 1]	false
17	NodeEdge(13 -> 14)	1	Set(["ForbiddenPair(13 -> 14)", "ForbiddenPair(11 -> 13)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 1, 4, 1, 1, 1]	false
17	NodeEdge(13 -> 14)	1	Set(["ForbiddenPair(11 -> 14)", "ForbiddenPair(13 -> 14)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 1, 2, 2, 1, 1]	true
13	NodeEdge(7 -> 8)	0	Set(["ForbiddenPair(7 -> 8)", "ForbiddenPair(10 -> 13)", "ForbiddenPair(8 -> 10)", "ForbiddenPair(7 -> 10)"])	[0, 0, 0, 0, 0, 0, 7, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 1, 3, 0, 3, 1, 1, 4, 1, 1, 1]	false
15	NodeEdge(10 -> 11)	0	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(10 -> 13)", "ForbiddenPair(8 -> 10)", "ForbiddenPair(10 -> 11)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 3, 1, 1, 1, 1, 1]	false
9	NodeEdge(6 -> 10)	0	Set(["ForbiddenPair(6 -> 7)", "ForbiddenPair(6 -> 9)", "ForbiddenPair(7 -> 9)"])	[0, 0, 0, 7, 0, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 1, 3, 1, 4, 1, 1, 1, 1, 1, 1, 1]	false
18	NodeEdge(8 -> 12)	1	Set(["ForbiddenPair(8 -> 11)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 0, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 1, 0, 3, 1, 1]	false
19	NodeEdge(11 -> 12)	2	Set(["ForbiddenPair(11 -> 12)"])	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 0, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 1, 1, 1]	false
16	NodeEdge(10 -> 14)	1	Set(["ForbiddenPair(11 -> 13)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 11, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 1, 2, 1, 1, 1]	false
18	NodeEdge(8 -> 12)	1	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(11 -> 14)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 0, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 1, 0, 4, 1, 1]	false
10	NodeEdge(9 -> 10)	1	Set{String}()	[0, 0, 0, 4, 0, 0, 10, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 1, 0, 0, 0, 1, 1, 3, 1, 1, 1, 1, 1, 1]	false
8	NodeEdge(6 -> 7)	0	Set(["ForbiddenPair(6 -> 7)", "ForbiddenPair(6 -> 9)", "ForbiddenPair(4 -> 7)"])	[0, 0, 0, 4, 0, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 1, 0, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]	false
10	NodeEdge(9 -> 10)	0	Set(["ForbiddenPair(7 -> 10)", "ForbiddenPair(4 -> 7)", "ForbiddenPair(7 -> 9)"])	[0, 0, 0, 4, 0, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 3, 0, 0, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]	false
16	NodeEdge(10 -> 14)	0	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(10 -> 13)", "ForbiddenPair(8 -> 10)", "ForbiddenPair(10 -> 11)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 2, 1, 4, 1, 1, 1]	false
19	NodeEdge(11 -> 12)	1	Set(["ForbiddenPair(11 -> 14)", "ForbiddenPair(11 -> 12)"])	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 0, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 3, 1, 1]	true
10	NodeEdge(9 -> 10)	0	Set(["ForbiddenPair(9 -> 10)", "ForbiddenPair(7 -> 10)", "ForbiddenPair(4 -> 7)"])	[0, 0, 0, 4, 0, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 1, 0, 0, 2, 1, 2, 4, 1, 1, 1, 1, 1, 1]	false
12	NodeEdge(4 -> 8)	0	Set(["ForbiddenPair(10 -> 13)", "ForbiddenPair(7 -> 10)", "ForbiddenPair(4 -> 7)"])	[0, 0, 0, 4, 0, 0, 7, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 1, 0, 0, 2, 1, 0, 3, 1, 1, 4, 1, 1, 1]	false
15	NodeEdge(10 -> 11)	1	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(10 -> 11)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 3, 1, 1, 1, 1, 1]	false
19	NodeEdge(11 -> 12)	2	Set(["ForbiddenPair(11 -> 14)"])	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 0, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 3, 1, 1]	false
14	NodeEdge(7 -> 11)	1	Set(["ForbiddenPair(7 -> 8)", "ForbiddenPair(10 -> 13)", "ForbiddenPair(7 -> 10)"])	[0, 0, 0, 0, 0, 0, 7, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 1, 1, 3, 1, 1, 1]	true
16	NodeEdge(10 -> 14)	0	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(10 -> 13)", "ForbiddenPair(8 -> 10)", "ForbiddenPair(10 -> 11)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 2, 1, 3, 1, 1, 1]	false
16	NodeEdge(10 -> 14)	0	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(10 -> 13)", "ForbiddenPair(10 -> 11)", "ForbiddenPair(11 -> 13)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 4, 1, 4, 1, 1, 1]	false
16	NodeEdge(10 -> 14)	1	Set(["ForbiddenPair(11 -> 13)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 11, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 4, 1, 1, 1]	false
13	NodeEdge(7 -> 8)	1	Set(["ForbiddenPair(10 -> 13)"])	[0, 0, 0, 0, 0, 0, 10, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 1, 1, 1, 1, 1, 1]	false
6	NodeEdge(3 -> 4)	0	Set(["ForbiddenPair(3 -> 9)", "ForbiddenPair(6 -> 9)", "ForbiddenPair(3 -> 6)"])	[0, 0, 3, 4, 0, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 3, 1, 0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]	false
22	NodeEdge(12 -> 16)	3	Set{String}()	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1]	false
19	NodeEdge(11 -> 12)	2	Set{String}()	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 12, 0, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 1, 1]	false
9	NodeEdge(6 -> 10)	0	Set(["ForbiddenPair(4 -> 7)", "ForbiddenPair(7 -> 9)"])	[0, 0, 0, 4, 0, 7, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 3, 0, 0, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]	false
17	NodeEdge(13 -> 14)	1	Set(["ForbiddenPair(11 -> 14)", "ForbiddenPair(11 -> 13)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3, 1, 1, 1, 1, 1]	false
13	NodeEdge(7 -> 8)	0	Set(["ForbiddenPair(7 -> 8)", "ForbiddenPair(10 -> 13)", "ForbiddenPair(7 -> 13)", "ForbiddenPair(7 -> 10)"])	[0, 0, 0, 0, 0, 0, 7, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 4, 1, 0, 2, 1, 1, 4, 1, 1, 1]	false
11	NodeEdge(9 -> 13)	0	Set(["ForbiddenPair(9 -> 10)", "ForbiddenPair(7 -> 10)", "ForbiddenPair(4 -> 7)", "ForbiddenPair(7 -> 9)"])	[0, 0, 0, 4, 0, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 1, 0, 0, 3, 1, 4, 1, 1, 1, 1, 1, 1, 1]	false
7	NodeEdge(3 -> 7)	0	Set(["ForbiddenPair(6 -> 9)", "ForbiddenPair(4 -> 6)", "ForbiddenPair(4 -> 9)"])	[0, 0, 4, 4, 0, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 4, 0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]	false
11	NodeEdge(9 -> 13)	1	Set(["ForbiddenPair(9 -> 10)"])	[0, 0, 0, 4, 0, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 1, 0, 0, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]	false
15	NodeEdge(10 -> 11)	1	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(8 -> 13)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 13, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 1, 3, 1, 1, 1]	false
10	NodeEdge(9 -> 10)	0	Set(["ForbiddenPair(9 -> 10)", "ForbiddenPair(7 -> 10)", "ForbiddenPair(4 -> 7)", "ForbiddenPair(7 -> 9)"])	[0, 0, 0, 4, 0, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 1, 0, 0, 2, 1, 4, 2, 1, 1, 1, 1, 1, 1]	false
11	NodeEdge(9 -> 13)	0	Set(["ForbiddenPair(9 -> 10)", "ForbiddenPair(7 -> 10)", "ForbiddenPair(4 -> 7)", "ForbiddenPair(7 -> 9)"])	[0, 0, 0, 4, 0, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 1, 0, 0, 2, 1, 4, 2, 1, 1, 1, 1, 1, 1]	false
13	NodeEdge(7 -> 8)	1	Set(["ForbiddenPair(10 -> 13)"])	[0, 0, 0, 0, 0, 0, 7, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 1, 3, 1, 1, 1]	false
8	NodeEdge(6 -> 7)	0	Set(["ForbiddenPair(4 -> 7)", "ForbiddenPair(7 -> 9)"])	[0, 0, 0, 4, 0, 9, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 1, 0, 0, 3, 1, 4, 1, 1, 1, 1, 1, 1, 1]	false
12	NodeEdge(4 -> 8)	0	Set(["ForbiddenPair(10 -> 13)", "ForbiddenPair(4 -> 13)", "ForbiddenPair(4 -> 10)"])	[0, 0, 0, 4, 0, 0, 10, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 4, 0, 0, 0, 1, 0, 3, 1, 1, 3, 1, 1, 1]	false
15	NodeEdge(10 -> 11)	0	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(10 -> 13)", "ForbiddenPair(10 -> 11)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 4, 1, 1, 1, 1, 1]	false
16	NodeEdge(10 -> 14)	1	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(11 -> 13)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 13, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 4, 1, 1, 1]	true
11	NodeEdge(9 -> 13)	0	Set(["ForbiddenPair(9 -> 10)", "ForbiddenPair(4 -> 10)", "ForbiddenPair(7 -> 10)", "ForbiddenPair(4 -> 7)"])	[0, 0, 0, 4, 0, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 2, 0, 0, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1]	false
15	NodeEdge(10 -> 11)	0	Set(["ForbiddenPair(10 -> 13)", "ForbiddenPair(8 -> 13)", "ForbiddenPair(8 -> 10)", "ForbiddenPair(10 -> 11)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 1, 1, 4, 1, 1, 1]	false
16	NodeEdge(10 -> 14)	1	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(10 -> 13)", "ForbiddenPair(10 -> 11)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 1, 1, 1, 1, 1, 1]	true
14	NodeEdge(7 -> 11)	1	Set(["ForbiddenPair(8 -> 10)"])	[0, 0, 0, 0, 0, 0, 10, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 1, 1, 1, 1, 1, 1]	false
17	NodeEdge(13 -> 14)	1	Set(["ForbiddenPair(8 -> 13)", "ForbiddenPair(13 -> 14)", "ForbiddenPair(8 -> 14)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 14, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 3, 3, 1, 1]	true
21	NodeEdge(14 -> 15)	2	Set(["ForbiddenPair(14 -> 15)"])	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 1]	true
11	NodeEdge(9 -> 13)	0	Set(["ForbiddenPair(9 -> 10)", "ForbiddenPair(7 -> 10)", "ForbiddenPair(4 -> 7)"])	[0, 0, 0, 4, 0, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 1, 0, 0, 2, 1, 3, 3, 1, 1, 1, 1, 1, 1]	false
13	NodeEdge(7 -> 8)	1	Set(["ForbiddenPair(7 -> 13)"])	[0, 0, 0, 0, 0, 0, 7, 8, 0, 13, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 1, 3, 1, 1, 1]	false
11	NodeEdge(9 -> 13)	0	Set(["ForbiddenPair(9 -> 10)", "ForbiddenPair(7 -> 10)", "ForbiddenPair(4 -> 7)", "ForbiddenPair(7 -> 9)"])	[0, 0, 0, 4, 0, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 3, 0, 0, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1]	false
20	NodeEdge(11 -> 15)	2	Set(["ForbiddenPair(11 -> 14)", "ForbiddenPair(11 -> 12)"])	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 0, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4, 1, 1]	true
17	NodeEdge(13 -> 14)	1	Set(["ForbiddenPair(8 -> 11)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4, 1, 1, 1, 1, 1]	false
19	NodeEdge(11 -> 12)	2	Set(["ForbiddenPair(11 -> 14)"])	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 0, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 1, 1, 1]	true
12	NodeEdge(4 -> 8)	1	Set(["ForbiddenPair(4 -> 7)"])	[0, 0, 0, 4, 0, 0, 7, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 3, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]	false
17	NodeEdge(13 -> 14)	1	Set(["ForbiddenPair(11 -> 14)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 14, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 1, 0, 4, 1, 1]	false
17	NodeEdge(13 -> 14)	1	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(11 -> 14)", "ForbiddenPair(11 -> 13)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 1, 2, 1, 1, 1]	true
18	NodeEdge(8 -> 12)	2	Set(["ForbiddenPair(8 -> 11)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 0, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 2, 1, 1]	false
13	NodeEdge(7 -> 8)	1	Set(["ForbiddenPair(7 -> 8)", "ForbiddenPair(7 -> 10)"])	[0, 0, 0, 0, 0, 0, 7, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 2, 3, 0, 1, 1, 1, 1, 1, 1, 1]	true
7	NodeEdge(3 -> 7)	0	Set(["ForbiddenPair(6 -> 9)", "ForbiddenPair(3 -> 4)", "ForbiddenPair(3 -> 6)"])	[0, 0, 3, 4, 0, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 3, 1, 0, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	false
11	NodeEdge(9 -> 13)	1	Set{String}()	[0, 0, 0, 7, 0, 0, 7, 8, 10, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 3, 1, 0, 2, 1, 1, 1, 1, 1, 1]	false
19	NodeEdge(11 -> 12)	1	Set(["ForbiddenPair(11 -> 14)"])	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 0, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 4, 1, 1]	false
15	NodeEdge(10 -> 11)	1	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(10 -> 13)", "ForbiddenPair(10 -> 11)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 2, 1, 1, 1, 1, 1]	true
15	NodeEdge(10 -> 11)	1	Set(["ForbiddenPair(10 -> 13)", "ForbiddenPair(8 -> 10)", "ForbiddenPair(10 -> 11)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 1, 3, 1, 1, 1]	true
14	NodeEdge(7 -> 11)	1	Set(["ForbiddenPair(7 -> 8)", "ForbiddenPair(7 -> 10)"])	[0, 0, 0, 0, 0, 0, 7, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 3, 1, 0, 2, 1, 1, 1, 1, 1, 1]	false
9	NodeEdge(6 -> 10)	0	Set(["ForbiddenPair(6 -> 7)", "ForbiddenPair(6 -> 9)", "ForbiddenPair(4 -> 7)"])	[0, 0, 0, 4, 0, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 1, 0, 2, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1]	false
12	NodeEdge(4 -> 8)	0	Set(["ForbiddenPair(10 -> 13)", "ForbiddenPair(7 -> 10)", "ForbiddenPair(4 -> 7)"])	[0, 0, 0, 4, 0, 0, 7, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 4, 0, 0, 3, 1, 0, 2, 1, 1, 1, 1, 1, 1]	false
14	NodeEdge(7 -> 11)	0	Set(["ForbiddenPair(7 -> 8)", "ForbiddenPair(10 -> 13)", "ForbiddenPair(7 -> 13)", "ForbiddenPair(7 -> 10)"])	[0, 0, 0, 0, 0, 0, 7, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 4, 3, 0, 1, 1, 1, 3, 1, 1, 1]	false
18	NodeEdge(8 -> 12)	2	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(11 -> 14)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 0, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 2, 1, 1]	true
18	NodeEdge(8 -> 12)	2	Set{String}()	[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 0, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 2, 1, 1]	false
15	NodeEdge(10 -> 11)	1	Set(["ForbiddenPair(10 -> 13)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 1, 4, 1, 1, 1]	false
15	NodeEdge(10 -> 11)	0	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(10 -> 13)", "ForbiddenPair(8 -> 10)", "ForbiddenPair(10 -> 11)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 2, 1, 2, 1, 1, 1]	false
11	NodeEdge(9 -> 13)	0	Set(["ForbiddenPair(9 -> 10)", "ForbiddenPair(4 -> 10)", "ForbiddenPair(7 -> 10)", "ForbiddenPair(4 -> 7)", "ForbiddenPair(4 -> 9)"])	[0, 0, 0, 4, 0, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 4, 0, 0, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1]	false
18	NodeEdge(8 -> 12)	1	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(11 -> 14)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 0, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 1, 0, 4, 1, 1]	false
8	NodeEdge(6 -> 7)	0	Set(["ForbiddenPair(6 -> 7)", "ForbiddenPair(6 -> 9)", "ForbiddenPair(4 -> 6)"])	[0, 0, 0, 4, 0, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 1, 0, 4, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]	false
15	NodeEdge(10 -> 11)	1	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(10 -> 11)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 2, 1, 1, 1, 1, 1]	false
17	NodeEdge(13 -> 14)	1	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(11 -> 14)", "ForbiddenPair(13 -> 14)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 1, 1, 3, 1, 1]	true
17	NodeEdge(13 -> 14)	1	Set(["ForbiddenPair(8 -> 11)", "ForbiddenPair(11 -> 14)", "ForbiddenPair(11 -> 13)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 4, 1, 1, 1]	true
15	NodeEdge(10 -> 11)	0	Set(["ForbiddenPair(10 -> 13)", "ForbiddenPair(10 -> 11)"])	[0, 0, 0, 0, 0, 0, 0, 11, 0, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 1, 4, 1, 1, 1]	false
20	NodeEdge(11 -> 15)	2	Set(["ForbiddenPair(12 -> 14)"])	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 0, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 1, 1]	false
18	NodeEdge(8 -> 12)	1	Set(["ForbiddenPair(8 -> 11)"])	[0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 12, 0, 14, 15, 16]	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 1, 0, 4, 1, 1]	false
9	NodeEdge(6 -> 10)	0	Set(["ForbiddenPair(4 -> 7)", "ForbiddenPair(4 -> 9)", "ForbiddenPair(7 -> 9)"])	[0, 0, 0, 4, 0, 7, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 4, 0, 0, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1]	false
11	NodeEdge(9 -> 13)	0	Set(["ForbiddenPair(9 -> 10)", "ForbiddenPair(7 -> 10)", "ForbiddenPair(4 -> 7)"])	[0, 0, 0, 4, 0, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]	[0, 0, 0, 1, 0, 0, 2, 1, 2, 4, 1, 1, 1, 1, 1, 1]	false
